absence_days,biology_score,career_aspiration,chemistry_score,economics_score,email,english_score,extracurricular_activities,first_name,gender,geography_score,history_score,id,last_name,math_score,part_time_job,physics_score,weekly_self_study_hours
0,69,Software Engineer,85,,alex.shelton.692@gslingacademy.com,91,True,Alex,male,91,77,692,Shelton,97,False,89,30
10,53,Business Owner,85,,ross.esparza.693@gslingacademy.com,95,True,Ross,male,80,75,693,Esparza,79,True,64,1
1,64,Teacher,67,,lisa.murphy.694@gslingacademy.com,87,False,Lisa,female,65,83,694,Murphy,93,False,82,17
1,79,Unknown,61,,richard.gibson.695@gslingacademy.com,62,False,Richard,male,99,84,695,Gibson,88,False,61,24
2,98,Construction Engineer,97,,jackson.olson.696@gslingacademy.com,97,False,Jackson,male,93,99,696,Olson,94,False,88,35
3,100,Construction Engineer,94,,michael.waters.697@gslingacademy.com,99,False,Michael,male,99,88,697,Waters,88,False,85,19
6,61,Banker,87,,daniel.mcneil.698@gslingacademy.com,94,False,Daniel,male,69,92,698,Mcneil,94,False,61,23
9,69,Construction Engineer,69,,james.mcgee.699@gslingacademy.com,64,False,James,male,96,74,699,Mcgee,89,False,87,14
2,69,Banker,62,,dennis.park.700@gslingacademy.com,93,False,Dennis,male,72,72,700,Park,81,False,87,21
6,77,Unknown,82,,gregory.jones.701@gslingacademy.com,87,False,Gregory,male,95,61,701,Jones,91,False,95,18
2,91,Writer,95,,barbara.petersen.702@gslingacademy.com,95,True,Barbara,female,96,85,702,Petersen,71,False,99,16
4,79,Unknown,79,,andrea.baker.703@gslingacademy.com,96,False,Andrea,female,81,66,703,Baker,61,False,78,2
5,79,Unknown,66,,robert.holmes.704@gslingacademy.com,81,True,Robert,male,65,89,704,Holmes,87,False,60,16
0,77,Software Engineer,78,,autumn.jones.705@gslingacademy.com,73,False,Autumn,female,77,69,705,Jones,98,False,91,34
5,96,Accountant,98,92.0,richard.davis.706@gslingacademy.com,85,False,Richard,male,96,88,706,Davis,95,False,87,35
2,98,Banker,65,,anthony.armstrong.707@gslingacademy.com,79,False,Anthony,male,93,87,707,Armstrong,96,False,99,11
3,36,Artist,37,,julian.ortiz.708@gslingacademy.com,86,True,Julian,male,42,91,708,Ortiz,42,False,41,5
0,76,Teacher,96,,melinda.sanchez.709@gslingacademy.com,80,False,Melinda,female,71,80,709,Sanchez,78,False,79,15
10,86,Banker,74,,james.carter.710@gslingacademy.com,81,False,James,male,100,74,710,Carter,82,True,84,25
1,34,Accountant,61,85.0,alejandra.johns.711@gslingacademy.com,60,False,Alejandra,female,63,91,711,Johns,96,False,68,31
7,97,Doctor,69,,susan.long.712@gslingacademy.com,76,False,Susan,female,71,70,712,Long,64,False,82,30
3,96,Teacher,95,,sharon.allen.713@gslingacademy.com,81,False,Sharon,female,85,86,713,Allen,80,False,98,24
10,69,Business Owner,94,,leah.brown.714@gslingacademy.com,87,True,Leah,female,73,99,714,Brown,75,False,71,0
2,99,Government Officer,76,,maria.barker.715@gslingacademy.com,80,False,Maria,female,92,85,715,Barker,94,True,83,10
2,75,Writer,90,,kelly.church.716@gslingacademy.com,96,True,Kelly,female,65,86,716,Church,72,False,85,22
3,87,Software Engineer,68,,michael.walsh.717@gslingacademy.com,69,False,Michael,male,96,89,717,Walsh,93,False,93,38
2,78,Unknown,65,,alyssa.gallagher.718@gslingacademy.com,81,False,Alyssa,female,82,98,718,Gallagher,71,False,66,11
3,95,Software Engineer,90,,kelly.morris.719@gslingacademy.com,98,False,Kelly,female,99,95,719,Morris,95,False,92,28
1,65,Stock Investor,95,,ryan.brown.720@gslingacademy.com,91,False,Ryan,male,76,70,720,Brown,82,False,86,25
9,89,Business Owner,93,,maria.hall.721@gslingacademy.com,61,True,Maria,female,82,64,721,Hall,82,False,99,5
2,93,Unknown,90,,mark.brown.722@gslingacademy.com,95,True,Mark,male,98,88,722,Brown,100,False,98,35
4,74,Banker,83,,william.kerr.723@gslingacademy.com,91,False,William,male,83,63,723,Kerr,89,False,73,15
4,93,Banker,92,,jake.gonzalez.724@gslingacademy.com,87,True,Jake,male,88,87,724,Gonzalez,76,False,63,21
2,85,Designer,75,,theresa.gray.725@gslingacademy.com,86,True,Theresa,female,85,68,725,Gray,100,False,80,17
1,70,Real Estate Developer,76,,ashley.ayers.726@gslingacademy.com,80,False,Ashley,female,92,99,726,Ayers,88,False,99,1
1,92,Software Engineer,81,,ann.mccann.727@gslingacademy.com,84,False,Ann,female,93,86,727,Mccann,91,False,92,28
6,97,Lawyer,86,,curtis.bennett.728@gslingacademy.com,94,True,Curtis,male,79,98,728,Bennett,70,False,63,25
9,96,Lawyer,68,,debra.gutierrez.729@gslingacademy.com,94,True,Debra,female,87,99,729,Gutierrez,76,False,90,26
7,85,Lawyer,65,,linda.west.730@gslingacademy.com,87,True,Linda,female,81,90,730,West,75,True,89,34
2,87,Stock Investor,87,,justin.hughes.731@gslingacademy.com,95,True,Justin,male,100,82,731,Hughes,89,False,96,25
10,96,Business Owner,73,,jose.jackson.732@gslingacademy.com,72,True,Jose,male,83,81,732,Jackson,72,True,61,3
3,86,Stock Investor,92,,larry.smith.733@gslingacademy.com,67,False,Larry,male,73,71,733,Smith,89,True,68,12
1,92,Unknown,74,,austin.dunn.734@gslingacademy.com,81,False,Austin,male,79,94,734,Dunn,84,False,65,25
6,98,Doctor,76,,michael.heath.735@gslingacademy.com,70,False,Michael,male,64,63,735,Heath,76,False,74,50
7,87,Designer,87,,beth.acosta.736@gslingacademy.com,89,True,Beth,female,100,91,736,Acosta,80,False,100,11
0,92,Software Engineer,87,,tracie.weeks.737@gslingacademy.com,80,False,Tracie,female,93,98,737,Weeks,93,False,90,37
6,99,Stock Investor,92,,brandi.ray.738@gslingacademy.com,93,False,Brandi,female,88,80,738,Ray,81,False,87,27
1,72,Game Developer,61,,carla.brandt.739@gslingacademy.com,78,False,Carla,female,99,69,739,Brandt,88,False,82,20
10,86,Business Owner,94,,thomas.cruz.740@gslingacademy.com,65,True,Thomas,male,73,51,740,Cruz,79,False,70,0
5,72,Software Engineer,71,,nicholas.martin.741@gslingacademy.com,74,False,Nicholas,male,76,73,741,Martin,98,False,94,33
2,96,Scientist,90,,breanna.lee.742@gslingacademy.com,94,True,Breanna,female,67,62,742,Lee,88,False,96,43
6,42,Artist,49,,angie.white.743@gslingacademy.com,84,True,Angie,female,36,82,743,White,47,False,45,3
1,59,Business Owner,94,,william.lester.744@gslingacademy.com,83,True,William,male,73,79,744,Lester,81,True,96,5
3,94,Software Engineer,93,,joshua.miller.745@gslingacademy.com,97,False,Joshua,male,98,100,745,Miller,96,False,85,35
0,89,Unknown,65,,thomas.stone.746@gslingacademy.com,84,False,Thomas,male,100,95,746,Stone,68,False,66,27
7,88,Business Owner,91,,sarah.king.747@gslingacademy.com,63,True,Sarah,female,76,68,747,King,78,True,99,1
6,53,Business Owner,73,,jeffery.carlson.748@gslingacademy.com,84,True,Jeffery,male,82,79,748,Carlson,76,True,86,2
10,87,Software Engineer,98,,ashley.gutierrez.749@gslingacademy.com,97,False,Ashley,female,98,94,749,Gutierrez,92,False,86,26
2,61,Software Engineer,61,,adam.herring.750@gslingacademy.com,96,True,Adam,male,65,67,750,Herring,91,True,91,30
1,84,Software Engineer,72,,david.ramirez.751@gslingacademy.com,63,False,David,male,63,93,751,Ramirez,92,False,88,33
1,71,Designer,92,,angela.brown.752@gslingacademy.com,89,True,Angela,female,90,88,752,Brown,88,False,98,12
5,41,Artist,43,,eric.jones.753@gslingacademy.com,83,True,Eric,male,37,84,753,Jones,40,False,47,7
2,77,Software Engineer,92,,angel.garner.754@gslingacademy.com,89,False,Angel,male,96,74,754,Garner,92,False,88,36
1,40,Artist,38,,lisa.cowan.755@gslingacademy.com,93,True,Lisa,female,48,86,755,Cowan,47,False,40,5
2,86,Banker,88,,nicole.perry.756@gslingacademy.com,89,False,Nicole,female,98,67,756,Perry,82,False,94,13
8,79,Business Owner,93,,annette.wells.757@gslingacademy.com,84,True,Annette,female,80,76,757,Wells,72,True,94,3
2,67,Banker,89,,ian.scott.758@gslingacademy.com,93,False,Ian,male,96,74,758,Scott,94,False,74,21
2,98,Designer,94,,kari.hernandez.759@gslingacademy.com,78,True,Kari,female,74,69,759,Hernandez,67,True,75,12
0,66,Government Officer,81,,mary.haynes.760@gslingacademy.com,78,True,Mary,female,87,89,760,Haynes,89,False,64,11
3,98,Doctor,66,,raymond.smith.761@gslingacademy.com,83,False,Raymond,male,66,71,761,Smith,73,False,61,23
2,92,Software Engineer,92,,christopher.ayala.762@gslingacademy.com,71,False,Christopher,male,87,79,762,Ayala,93,True,92,34
1,52,Accountant,89,89.0,jacqueline.frazier.763@gslingacademy.com,97,False,Jacqueline,female,76,84,763,Frazier,94,False,84,13
4,86,Construction Engineer,99,,jesse.kelly.764@gslingacademy.com,75,False,Jesse,male,67,65,764,Kelly,87,False,91,19
5,80,Software Engineer,70,,teresa.lee.765@gslingacademy.com,67,False,Teresa,female,82,98,765,Lee,96,False,88,25
2,72,Software Engineer,77,,michael.aguirre.766@gslingacademy.com,82,False,Michael,male,82,93,766,Aguirre,97,False,94,38
7,97,Scientist,98,,april.delgado.767@gslingacademy.com,83,False,April,female,80,81,767,Delgado,93,False,94,48
6,64,Business Owner,65,,troy.prince.768@gslingacademy.com,55,True,Troy,male,74,72,768,Prince,80,False,64,3
7,75,Business Owner,59,,martha.summers.769@gslingacademy.com,54,True,Martha,female,76,59,769,Summers,74,True,99,3
0,99,Unknown,77,,william.dean.770@gslingacademy.com,84,False,William,male,67,83,770,Dean,90,True,72,30
5,76,Business Owner,100,,cheryl.gutierrez.771@gslingacademy.com,60,True,Cheryl,female,77,51,771,Gutierrez,75,True,93,1
0,79,Unknown,91,,diane.spears.772@gslingacademy.com,79,True,Diane,female,75,81,772,Spears,78,False,71,8
2,91,Software Engineer,96,,brian.david.773@gslingacademy.com,72,False,Brian,male,78,68,773,David,93,False,89,32
2,60,Accountant,70,91.0,heather.brooks.774@gslingacademy.com,65,False,Heather,female,71,81,774,Brooks,95,False,68,18
6,62,Game Developer,83,,pamela.rodgers.775@gslingacademy.com,92,True,Pamela,female,71,100,775,Rodgers,89,False,89,22
1,65,Unknown,65,,betty.nash.776@gslingacademy.com,67,False,Betty,female,97,72,776,Nash,71,False,65,10
2,92,Banker,60,,heather.donaldson.777@gslingacademy.com,76,False,Heather,female,74,64,777,Donaldson,77,False,69,32
1,79,Lawyer,96,,ebony.shepherd.778@gslingacademy.com,93,True,Ebony,female,81,95,778,Shepherd,83,False,96,32
2,67,Software Engineer,71,,sean.thomas.779@gslingacademy.com,76,True,Sean,male,63,79,779,Thomas,96,False,94,30
6,100,Unknown,95,,todd.howard.780@gslingacademy.com,94,False,Todd,male,95,96,780,Howard,91,False,100,35
8,90,Business Owner,83,,julia.richmond.781@gslingacademy.com,93,True,Julia,female,80,69,781,Richmond,76,False,95,2
3,71,Unknown,63,,mary.mccormick.782@gslingacademy.com,86,False,Mary,female,63,80,782,Mccormick,84,False,75,27
3,64,Software Engineer,85,,jimmy.warren.783@gslingacademy.com,76,False,Jimmy,male,88,61,783,Warren,97,False,90,37
2,94,Real Estate Developer,60,,henry.spencer.784@gslingacademy.com,63,False,Henry,male,90,65,784,Spencer,83,False,72,2
3,94,Doctor,71,,peter.yates.785@gslingacademy.com,77,False,Peter,male,83,70,785,Yates,63,False,79,42
7,69,Banker,93,,robert.campbell.786@gslingacademy.com,78,False,Robert,male,89,92,786,Campbell,81,False,68,31
3,90,Accountant,97,92.0,matthew.conway.787@gslingacademy.com,83,False,Matthew,male,92,84,787,Conway,97,False,86,15
7,67,Business Owner,57,,tyler.calderon.788@gslingacademy.com,88,True,Tyler,male,75,58,788,Calderon,72,False,73,1
5,76,Teacher,93,,brittney.moon.789@gslingacademy.com,83,False,Brittney,female,90,83,789,Moon,91,False,78,23
5,98,Doctor,63,,tracy.white.790@gslingacademy.com,83,False,Tracy,female,80,76,790,White,75,False,74,40
8,92,Doctor,65,,gregory.welch.791@gslingacademy.com,80,False,Gregory,male,79,64,791,Welch,66,False,78,40
0,61,Real Estate Developer,65,,caroline.cooper.792@gslingacademy.com,87,False,Caroline,female,90,72,792,Cooper,88,False,98,8
2,81,Unknown,89,,kelly.rivera.793@gslingacademy.com,61,False,Kelly,female,83,86,793,Rivera,88,False,82,22
3,61,Unknown,80,,stacey.wilson.794@gslingacademy.com,61,False,Stacey,female,82,67,794,Wilson,67,False,62,21
7,83,Lawyer,97,,craig.graham.795@gslingacademy.com,89,True,Craig,male,88,98,795,Graham,95,False,96,31
1,81,Government Officer,94,,earl.santana.796@gslingacademy.com,75,False,Earl,male,90,88,796,Santana,96,False,78,10
3,98,Banker,100,,lisa.mitchell.797@gslingacademy.com,96,True,Lisa,female,94,99,797,Mitchell,87,False,99,35
3,96,Banker,92,,michael.williams.798@gslingacademy.com,81,False,Michael,male,95,88,798,Williams,85,False,85,14
2,65,Government Officer,68,,jerry.jones.799@gslingacademy.com,81,False,Jerry,male,92,93,799,Jones,88,False,100,7
5,83,Business Owner,99,,matthew.miles.800@gslingacademy.com,53,True,Matthew,male,74,68,800,Miles,72,False,72,4
4,73,Teacher,85,,mary.cox.801@gslingacademy.com,81,True,Mary,female,86,87,801,Cox,67,False,77,15
1,82,Software Engineer,77,,jessica.young.802@gslingacademy.com,88,True,Jessica,female,72,63,802,Young,91,False,86,34
3,71,Accountant,77,87.0,tiffany.small.803@gslingacademy.com,70,False,Tiffany,female,88,75,803,Small,91,True,60,20
3,81,Software Engineer,62,,mary.wyatt.804@gslingacademy.com,91,True,Mary,female,84,75,804,Wyatt,97,False,93,39
3,73,Software Engineer,62,,maria.mercer.805@gslingacademy.com,90,True,Maria,female,75,94,805,Mercer,98,False,91,34
3,89,Software Engineer,62,,erin.moore.806@gslingacademy.com,65,False,Erin,female,67,85,806,Moore,97,False,93,31
4,65,Lawyer,93,,kendra.dalton.807@gslingacademy.com,86,True,Kendra,female,61,98,807,Dalton,74,False,71,27
2,63,Unknown,73,,anthony.gomez.808@gslingacademy.com,62,False,Anthony,male,88,98,808,Gomez,99,False,70,23
10,86,Business Owner,98,,molly.jackson.809@gslingacademy.com,86,True,Molly,female,76,97,809,Jackson,84,False,72,0
2,90,Scientist,96,,brianna.gutierrez.810@gslingacademy.com,95,False,Brianna,female,88,96,810,Gutierrez,92,False,95,43
1,98,Unknown,85,,john.henderson.811@gslingacademy.com,62,True,John,male,97,76,811,Henderson,97,False,99,33
5,99,Banker,95,,steven.martin.812@gslingacademy.com,85,True,Steven,male,71,71,812,Martin,81,False,76,11
9,82,Banker,85,,tina.bowers.813@gslingacademy.com,94,False,Tina,female,73,88,813,Bowers,95,False,62,10
6,86,Business Owner,75,,luis.jones.814@gslingacademy.com,95,True,Luis,male,71,69,814,Jones,78,True,53,3
3,93,Real Estate Developer,90,,jeffrey.thomas.815@gslingacademy.com,75,False,Jeffrey,male,85,62,815,Thomas,88,False,97,5
5,84,Software Engineer,83,,jeffrey.cox.816@gslingacademy.com,61,False,Jeffrey,male,99,84,816,Cox,91,False,87,31
7,68,Accountant,85,91.0,jennifer.bautista.817@gslingacademy.com,88,False,Jennifer,female,67,67,817,Bautista,96,False,71,15
1,62,Software Engineer,85,,judy.pugh.818@gslingacademy.com,69,False,Judy,female,67,99,818,Pugh,90,False,92,39
1,97,Government Officer,76,,henry.craig.819@gslingacademy.com,78,False,Henry,male,92,88,819,Craig,73,False,94,3
2,85,Business Owner,50,,steven.alvarez.820@gslingacademy.com,69,True,Steven,male,79,71,820,Alvarez,78,True,60,2
1,99,Banker,94,,rebecca.mckay.821@gslingacademy.com,78,False,Rebecca,female,65,82,821,Mckay,88,False,90,27
0,71,Software Engineer,64,,james.reynolds.822@gslingacademy.com,87,False,James,male,60,62,822,Reynolds,99,True,87,39
1,40,Artist,45,,heather.bentley.823@gslingacademy.com,80,True,Heather,female,37,88,823,Bentley,35,False,45,5
5,98,Designer,91,,alexis.hall.824@gslingacademy.com,79,True,Alexis,female,81,88,824,Hall,70,False,100,11
7,84,Construction Engineer,94,,ryan.soto.825@gslingacademy.com,86,False,Ryan,male,63,100,825,Soto,85,False,93,14
8,92,Doctor,76,,brent.clements.826@gslingacademy.com,61,False,Brent,male,84,68,826,Clements,60,False,66,25
1,87,Unknown,96,,thomas.hernandez.827@gslingacademy.com,87,True,Thomas,male,63,65,827,Hernandez,66,False,82,9
9,99,Business Owner,57,,kevin.mack.828@gslingacademy.com,59,True,Kevin,male,74,54,828,Mack,72,True,93,2
5,74,Lawyer,73,,patrick.kirk.829@gslingacademy.com,87,True,Patrick,male,94,96,829,Kirk,71,False,60,31
5,95,Designer,87,,christopher.jenkins.830@gslingacademy.com,88,True,Christopher,male,85,77,830,Jenkins,76,False,99,11
5,75,Designer,70,,cassandra.hodges.831@gslingacademy.com,84,True,Cassandra,female,84,95,831,Hodges,78,False,66,15
5,50,Business Owner,58,,christian.powers.832@gslingacademy.com,95,True,Christian,male,71,54,832,Powers,72,False,70,5
10,78,Government Officer,93,,brittany.collier.833@gslingacademy.com,84,False,Brittany,female,86,93,833,Collier,73,False,87,11
2,82,Game Developer,77,,james.bridges.834@gslingacademy.com,65,False,James,male,88,63,834,Bridges,92,False,80,21
2,99,Unknown,70,,alexander.fowler.835@gslingacademy.com,66,False,Alexander,male,80,84,835,Fowler,82,False,93,25
1,98,Unknown,79,,andrew.wong.836@gslingacademy.com,69,False,Andrew,male,75,91,836,Wong,81,False,71,33
1,75,Unknown,71,,bobby.valdez.837@gslingacademy.com,96,False,Bobby,male,100,80,837,Valdez,97,True,67,24
3,35,Artist,48,,mary.bird.838@gslingacademy.com,82,True,Mary,female,41,92,838,Bird,43,False,46,3
6,62,Business Owner,97,,andrew.rodriguez.839@gslingacademy.com,65,True,Andrew,male,70,77,839,Rodriguez,77,True,92,0
2,96,Government Officer,84,,melanie.carter.840@gslingacademy.com,80,False,Melanie,female,90,86,840,Carter,99,False,71,3
2,96,Lawyer,90,,randy.lopez.841@gslingacademy.com,86,True,Randy,male,93,95,841,Lopez,97,False,87,26
7,89,Construction Engineer,68,,david.cole.842@gslingacademy.com,82,False,David,male,76,87,842,Cole,94,False,86,31
4,97,Software Engineer,83,,jennifer.baxter.843@gslingacademy.com,83,False,Jennifer,female,63,62,843,Baxter,98,False,91,35
1,83,Unknown,67,,shannon.graham.844@gslingacademy.com,78,False,Shannon,female,65,72,844,Graham,95,False,99,9
10,95,Software Engineer,70,,stephanie.bush.845@gslingacademy.com,97,True,Stephanie,female,62,81,845,Bush,92,False,85,35
10,71,Business Owner,82,,keith.tanner.846@gslingacademy.com,78,True,Keith,male,80,89,846,Tanner,72,False,50,1
1,82,Business Owner,95,,robert.anderson.847@gslingacademy.com,85,True,Robert,male,74,69,847,Anderson,82,True,91,4
3,88,Real Estate Developer,97,,matthew.cantu.848@gslingacademy.com,73,True,Matthew,male,86,74,848,Cantu,78,False,88,2
5,100,Software Engineer,82,,heather.johnson.849@gslingacademy.com,82,False,Heather,female,98,90,849,Johnson,91,False,91,34
7,65,Business Owner,87,,lee.taylor.850@gslingacademy.com,80,True,Lee,male,79,84,850,Taylor,74,True,76,2
1,68,Game Developer,98,,jessica.williams.851@gslingacademy.com,79,False,Jessica,female,77,66,851,Williams,86,True,87,24
6,82,Banker,69,,holly.sanchez.852@gslingacademy.com,91,False,Holly,female,69,85,852,Sanchez,84,False,83,19
4,98,Accountant,64,87.0,james.ray.853@gslingacademy.com,97,False,James,male,86,63,853,Ray,90,False,85,12
10,64,Business Owner,96,,william.hernandez.854@gslingacademy.com,65,True,William,male,83,66,854,Hernandez,76,False,98,5
4,44,Accountant,93,90.0,lisa.brown.855@gslingacademy.com,92,False,Lisa,female,83,94,855,Brown,97,False,72,22
7,61,Business Owner,62,,kevin.york.856@gslingacademy.com,55,True,Kevin,male,74,78,856,York,76,True,75,1
0,61,Software Engineer,93,,benjamin.davis.857@gslingacademy.com,86,False,Benjamin,male,83,63,857,Davis,93,False,94,25
4,84,Business Owner,59,,sarah.nielsen.858@gslingacademy.com,79,True,Sarah,female,76,93,858,Nielsen,76,True,96,5
3,86,Real Estate Developer,68,,elizabeth.parks.859@gslingacademy.com,89,True,Elizabeth,female,91,100,859,Parks,89,False,64,5
2,97,Unknown,82,,deborah.moore.860@gslingacademy.com,70,False,Deborah,female,79,99,860,Moore,92,False,93,8
4,72,Software Engineer,74,,michael.anderson.861@gslingacademy.com,73,False,Michael,male,78,62,861,Anderson,95,False,93,31
5,84,Scientist,90,,brian.adams.862@gslingacademy.com,66,False,Brian,male,74,81,862,Adams,89,False,96,42
3,100,Real Estate Developer,73,,anthony.silva.863@gslingacademy.com,94,False,Anthony,male,85,66,863,Silva,83,False,91,0
0,64,Software Engineer,97,,melinda.velazquez.864@gslingacademy.com,61,False,Melinda,female,92,74,864,Velazquez,94,False,85,37
2,91,Lawyer,63,,andre.hoffman.865@gslingacademy.com,92,True,Andre,male,84,93,865,Hoffman,100,False,67,31
7,88,Business Owner,96,,vanessa.coleman.866@gslingacademy.com,94,True,Vanessa,female,73,84,866,Coleman,71,True,67,1
1,76,Lawyer,96,,stephanie.hernandez.867@gslingacademy.com,85,True,Stephanie,female,77,97,867,Hernandez,100,False,66,28
